"AnimalID","CD4","CD8","CD4.Naive","CD4.Memory","CD4.Effector","CD4.CD25.FoxP3","CD4.CD127lo.CD25","CD4.KI67","CD4.Naive.KI67","CD4.Memory.KI67","CD4.Effector.KI67","CD8.Naive","CD8.Memory","CD8.Effector","CD8.KI67","CD8.Naive.KI67","CD8.Memory.KI67","CD8.Effector.KI67","CD3neg.CD8pos.NKG2a","CD3neg.CD8pos.NKG2a.CD56neg.CD16pos","CD3neg.CD8pos.NKG2a.CD56pos.CD16pos","CD3neg.CD8pos.NKG2a.CD56pos.CD16neg","CD4.CCR5","CD4.Naive.CCR5","CD4.Memory.CCR5","CD4.Effector.CCR5","CD4.38pos.DRpos","CD4.Naive.38pos.DRpos","CD4.Mem.38pos.DRpos","CD4.Effector.38pos.DRpos","CD8.CCR5","CD8.Naive.CCR5","CD8.Memory.CCR5","CD8.Effector.CCR5","CD8.38pos.DRpos","CD8.Naive.38pos.DRpos","CD8.Mem.38pos.DRpos","CD8.Effector.38pos.DRpos","Monocytes.DRpos.CD14pos","Monocytes.DRpos.CD14pos.CD80","Monocytes.DRpos.CD14pos.CD83","Monocytes.DRpos.CD14pos.CD86","Monocytes.DRpos.CD14pos.CD80pos.CD83pos.CD86pos","Bcells","Bcells.CD80","Bcells.CD83","Bcells.CD86","Bcells.CD80pos.CD83pos.CD86pos","mDCs","mDCs.CD80","mDCs.CD83","mDCs.CD86","pDCs","pDCs.CD83","pDCs.CD86","CD4.IFN","CD4.IL4","CD4.IL17","CD4.TNF","CD4.IFNpos.IL4neg.IL17neg.TNFpos","CD8.IFN","CD8.IL4","CD8.IL17","CD8.TNF","CD8.IFNpos.IL4neg.IL17neg.TNFpos","CD4.Mem.IFN","CD4.Mem.IL4","CD4.Mem.IL17","CD4.Mem.TNF","CD4.Mem.IFNpos.IL4neg.IL17neg.TNFpos","CD4.EFF.IFN","CD4.EFF.IL4","CD4.EFF.IL17","CD4.EFF.TNF","CD4.EFF.IFNpos.IL4neg.IL17neg.TNFpos","CD8.Mem.IFN","CD8.Mem.IL4","CD8.Mem.IL17","CD8.Mem.TNF","CD8.Mem.IFNpos.IL4neg.IL17neg.TNFpos","CD8.EFF.IFN","CD8.EFF.IL4","CD8.EFF.IL17","CD8.EFF.TNF","CD8.EFF.IFNpos.IL4neg.IL17neg.TNFpos","CD3pos.CD8pos_NKG2Apos"
44494,69.9,16.7,42.2,56.1,0.78,2.24,5.33,28,7.71,43,49.1,25.9,24.6,44.6,36.8,12.2,45.6,46.6,6.21,94.6,1.11,0.48,0.36,0.33,0.96,2.08,0.21,0.096,0.28,4.17,2.04,1.09,2.95,0.42,4.05,3.75,3.23,4.91,4.75,0,3.03,3.03,0,94.1,0.069,2.14,1.61,0,18.5,0,0.79,7.87,3.05,14.3,4.76,5.68,0.56,1.95,14.9,3.03,17.9,0.25,7.26,9.77,6.8,13.9,1.57,6.08,45.9,8.83,73.5,4.71,7.06,69.4,52.4,30.6,0.47,7.63,20.6,13.5,22.7,0.29,4.71,11.8,8.7,10.9
44503,80.6,13.5,49.6,48.5,0.68,0.63,2.55,24.4,3.86,45,55.7,40,20.5,38.3,31.2,4.47,50,49.4,16.4,79.6,4.14,8.52,1.37,1.26,2.52,6.06,0.15,0.084,0.23,0,10.3,10,15.7,6.99,5.35,3.72,5.12,6.99,1.15,0.16,6.37,16.4,0,50.8,0.21,3.62,2.69,0,3.03,0,0,21.4,0.54,40,40,9.74,0,4.06,26,7.88,32.6,0.025,6.27,18.3,14.3,18.2,0,8.88,52,14.6,85.9,0,6.77,92.2,77.6,65,0,10.3,49.9,36.9,36.9,0,4.44,16.7,14.1,11.1
44507,66.1,23.4,59,37.6,1.52,1.2,4.58,19,2.88,43.5,35.3,19.1,19.9,59.9,38.8,6.48,30.9,52,20,89.3,0.63,3.07,1.36,0.38,4.14,4.72,0.94,0.19,1.77,15.1,5.82,4.73,12.7,2.25,19.5,11,9.21,28.6,2.36,0,1.95,6.5,0,72.7,0.061,1.35,1.76,0,8.09,0,0.89,2.68,2.96,0,0,7.29,0.3,2.25,20.4,5.6,33.7,0.093,12.5,19.8,15.3,26,1.06,9.14,63.6,19.6,85.2,1.01,7.41,91.6,77.8,61.2,0.18,13.5,49.1,36,41.2,0.081,8.48,21.2,16.8,11.2
44511,67.8,22.3,59.2,35.8,0.96,1.71,5.99,17.5,3.42,40.3,49.6,39.9,21.6,35.7,27.7,6.17,33.3,48.4,28.6,96.8,0.52,0.71,0.16,0.025,0.69,0,0.31,0.059,0.52,15.7,0.55,0.17,1.37,0.36,4.97,3.45,3.38,9.08,2.31,0,0.96,11.9,0,76.9,0.14,0.92,3.97,0,15.1,0,0,6.23,3,1.56,0,6.17,0.64,3.24,18.5,3.56,23.2,0.14,3.95,14.1,9.91,16.3,1.83,9.75,54.1,10.3,75.5,4.4,8.81,83,59.1,35.2,0.28,5.65,27.8,18.5,35.2,0.11,3.53,20.7,15,3.09
44512,48.4,38.9,59.7,38.4,1.28,1.22,5.55,20.4,4.6,44,51.1,29.4,12.6,56,43.9,10.3,44.5,61.9,23.3,77.3,0.13,1,1.7,0.91,4.78,22.6,0.29,0.12,0.43,11.3,7.2,5.5,11.5,6.24,9.04,5.76,6.71,12,4.65,0.11,3.04,8.52,0,55.6,0.026,3.68,0.89,0,18.9,0,0.48,7.92,1.38,0,0,6.39,0.14,3.73,18.9,4.01,21.1,0.13,5.62,7.44,5.58,17.3,0.37,12.6,52.7,10.6,75.6,0.69,13.1,81.1,58.4,47.4,0.5,6.22,23.3,16.3,29.5,0.13,4.32,8.26,6.34,2.76
44526,79.6,12,64.7,34.6,0.3,1.02,7.55,12,2.09,30.5,16.2,45.9,29.8,22.2,16.4,2.87,27.7,29.9,4.74,76.6,1.63,7.07,0.86,0.4,2.11,0,1.04,0.17,2.21,6.25,4.84,4.86,6.3,5.66,8.28,6.13,9.07,11.7,0.51,0,18,33.6,0,63.7,0.18,3.09,3.18,0,2.46,0,0,3.03,1.04,0,0,4.09,0,3.4,18.4,2.9,29.3,0,7.78,14.2,10.4,9.48,0,8.23,41.3,7.11,33.6,0,38.7,67.9,24.8,46.2,0,7.23,30,21.3,41.6,0,6.13,14.5,11,3.46
44591,79.7,11.3,57.5,41.9,0.055,1.23,3.91,16.3,3.13,34.4,65,39.6,40.7,17.6,18.9,2.34,32.6,24.7,7.37,88.7,1.08,3.57,0.37,0.22,0.96,0,0.4,0.12,0.75,0,4.38,1.79,7.72,1.52,5.27,3.37,5.6,9.14,4.82,0.22,3.78,10.8,0.063,66.6,0.35,2.16,2.48,0.028,1.52,0,0,5.56,3.22,0,0,6.6,0.00317,4.47,20.5,3.15,27.2,0,4.24,23.1,14,9.89,0,9.47,43.9,6.57,42.7,0,20,72.7,29.5,36.8,0,5.64,38.9,22.3,31,0,4.57,17,11.8,3.88
44592,77.8,14.4,59.9,37.6,0.32,0.45,2.93,21.3,4.96,47,58.4,33,26.3,38.7,32,4.48,35.8,52.5,9.28,84.1,1.08,4.16,0.37,0.2,0.69,2.13,0.38,0.095,0.74,8.51,2.57,2.1,4.34,1.95,7.09,5.73,2.51,11.5,3.7,0.047,0.57,2.88,0,82,0.11,0.39,1.05,0,3.84,0,0,1.79,1.16,5.88,0,5.84,0.42,6.15,20.7,3.32,31.6,0.099,8.7,15.9,11.5,14.8,1.23,17.8,57.3,9.03,81.4,2.77,28.9,88.1,52.6,48.6,0.19,12.4,34.5,22.7,50,0.059,7.49,23.5,17.5,15
44600,82.4,8.66,79.5,20.1,0.13,0.33,3.2,10.6,2.79,41.2,40.4,54.1,19.3,23.8,12.3,2.11,25.2,25.1,5.07,67,1.13,12.9,0.41,0.34,1.26,7.14,0.21,0.059,0.6,14.3,2.23,1.96,2.92,3.02,3.1,2.03,4.29,4.7,0.78,0,3.24,61.5,0,72.2,0.17,3.39,4.45,0,8.03,0,1.4,22.4,2.06,1.82,0,1.74,0,1.39,8.38,1.09,13.5,0,4.09,8.06,5.58,6.19,0,5.46,28.6,4.2,29.6,0,4.23,40.8,23.9,25.2,0,5.44,18.3,11.2,21.9,0,3.03,12.9,9.19,4.67
44602,83.9,7.4,70.8,28.9,0.075,1.9,5.54,13,2.54,38.6,20,57.7,17.8,22.7,9.06,1.72,22.1,17.5,9.85,66.4,0.67,3.08,0.89,1.03,1.27,0,0.6,0.32,1.07,33.3,1.97,1.79,3.56,1.62,3.46,1.61,7.56,4.05,0.34,0.72,13.7,39.6,0,64.2,0.15,7.74,3.73,0,3.4,0,2.56,5.13,1.13,0,0,0.12,0,0.13,0.83,0.013,0.72,0.13,10.4,0.85,0.33,0.49,0,0.54,3.29,0.22,0,0,0,11.1,0,3.26,0,8.79,3.26,1.63,0.31,0,3.98,0.31,0,3.83
44624,74.4,16.4,75.2,24.4,0.037,1.23,4.21,12.6,2.64,43.4,53.8,69.7,17.4,11.8,12.3,4.71,31.2,29.1,17.8,87.7,0.62,2.12,0.94,0.51,2.94,0,0.12,0.058,0.29,0,3.85,3.15,8.09,7.17,1.28,0.93,1.93,2.49,0.56,0.33,17.7,23.5,0.33,62.7,0.22,4.34,3.03,0.025,5.15,0,2.91,4.85,1,0,0,3.22,0,1.59,15.9,1.65,15.2,0.016,5.43,5.41,3.17,8.33,0,4.98,35.1,4.85,57.1,0,11.4,71.4,34.3,39.5,0,8.86,22.4,12,33.8,0.13,5.38,10.8,7.68,4.53
44627,61.2,28.7,47.6,49.8,1.08,0.91,6.47,27.5,4.2,49.4,47.6,14.3,24.9,58.8,43.3,10.8,36.4,54.1,15.5,79.4,1.1,2.57,0.61,0.45,1.25,4.76,0.35,0.097,0.56,4.76,4.48,2.99,6.35,1.92,6.16,5.23,6.65,6.43,4.93,0.12,2.33,3.44,0,82.2,0.062,1.87,1.4,0,3.21,0,0,0,4.17,0,0,9.14,0.93,2.77,21.5,6.8,42.9,0.054,7.77,23.1,18.9,19.6,2.19,7.19,48.4,14.5,77.6,3.33,5.08,84.4,68.5,56.5,0.084,7.7,40.5,32.2,46.2,0.056,6.54,19.9,16.9,16.7
44640,78.6,12.2,66.3,32.9,0.065,0.8,4.37,15.1,3.18,39.1,5.56,41.9,37.3,18.4,20,4.7,29.8,35.8,11.8,71.5,1.03,6.46,1,0.75,2.59,0,0.29,0.087,0.67,16.7,7.04,3.25,13.1,2.09,5.01,3.86,4.97,7.16,1.02,0,22.2,74,0,69.8,0.085,5.24,6.51,0,8.81,0,7.79,49.2,0.69,0,0,2.2,0,1.34,11.5,1.38,13.9,0,13.5,10.4,7.18,7.34,0,4.69,32.3,4.58,16.7,0,33.3,25,8.33,31.7,0,7.24,25.7,18.7,10.7,0,6.59,4.95,4.4,4.23
44646,73.5,17.3,60,39.6,0.18,0.76,3.3,28.4,4.78,63.9,65.4,65.2,22.8,11.4,14.7,2.8,37.4,37.7,6.58,85.6,0.35,3.57,1.56,0.75,4.56,0,0.13,0.063,0.23,0,4.56,2.68,10.8,2.83,2.84,1.49,4.4,5.95,0.61,0.15,8.28,28.5,0,76.1,0.14,1.86,1.3,0,40.1,0.11,14.8,21.6,0.76,0,1.85,6.07,0,2.23,14.9,4.27,11.7,0,9.45,6.83,4.18,17,0,6.56,42,11.6,82.9,0,12.2,82.9,68.3,30.7,0,8.22,26,13.9,29,0,6.43,11.3,8.31,3.01
44663,73.6,18.3,69.7,29.2,0.2,0.95,4.05,14.7,1.57,46.1,25.4,59.2,23,16.8,10.7,2.01,25.7,20.9,3.65,70.8,2.25,7.08,1.98,1.19,5.49,4.65,0.14,0.077,0.24,2.33,2.29,1.9,5.02,2.74,2.33,1.49,3.38,3.05,0.44,0,24.5,77.3,0,73,0.049,3.92,3.16,0,21.4,0.21,15.2,43.6,1.94,2.33,2.33,1.84,0,2.07,9.1,0.99,9.5,0,35.8,5.22,2.98,5.07,0,6.41,22.7,2.89,58.3,0,58.3,75,0,22.1,0,25.1,19.5,10.3,17.9,0,24.7,5.96,4.61,2.18
44664,85.4,8.76,83.8,15.6,0.019,0.45,3.31,5.34,1.32,26.7,28.6,72.7,14,11.4,7.36,4.05,18.6,14.3,4.96,67.6,3.95,14.8,0.19,0.19,0.53,0,0.1,0.079,0.2,0,1.41,1.11,2.5,1.46,2.35,1.62,2.08,5.85,0.84,0,19.3,79,0,76.9,0.097,6.04,5.18,0,6.83,0,1.89,15.1,10.3,0,1.25,1.41,0.00649,1.17,9.11,0.91,7.08,0,7.12,4.36,2.43,6.2,0,4.95,31.2,4.15,19,0,6.33,38,12.7,17.3,0,5.38,14.5,7.33,14.6,0,4.98,6.23,4.11,2.79
44673,76,16.5,70.5,27.5,1.06,0.39,4.51,13.9,3.68,39.8,22.1,33,17.3,47.4,24.9,4.31,30,37.9,15.3,92.6,0.19,2.23,0.52,0.18,2.49,6.76,0.32,0.09,0.82,6.76,4.52,2.88,9.11,1.85,7.67,5.45,5.52,11.1,5.88,0.062,1.12,4.1,0,85.9,0.059,1.13,1.45,0,3.43,0,0,4,2.61,0,0,4.25,0.24,2.04,11.2,2.29,20.3,0.042,7.44,9.71,7.56,15.3,1,8.32,38.1,8.78,58.6,0.45,8.64,70,43.6,40.2,0.12,7.52,23,17,23.4,0.048,4.61,10,8.05,4.14
44680,64.8,28.9,71.8,25.6,0.45,1.12,4.7,13,3.18,40.2,21.3,26.2,17.2,54.6,33.9,5.85,27.9,48.8,18.4,87.3,0.67,1.13,0.49,0.14,2.17,2.63,0.21,0.061,0.61,7.89,3.06,2.38,8.84,1.08,2.86,2.07,4.44,2.65,4.25,0.034,0.54,4.26,0.034,76.7,0.12,0.47,1.02,0.00757,11.1,0,0,3.21,2.92,2.44,0,5.23,0.37,3.27,18.9,3.47,35.3,0.066,2.8,15.9,12.1,16.6,1.38,11.9,60.2,11.9,84.2,1.88,14.3,86.5,64.7,53.5,0.095,6.49,38.8,27.4,47,0.049,2.22,23.4,17.3,28.5
44683,77.3,16,86.2,12.9,0.037,0.19,1.88,8.63,3.15,44.6,0,72.9,13.6,12.2,11,3.95,32.3,29,13.9,71,2.74,12.4,0.2,0.14,0.74,0,0.094,0.039,0.44,0,1.88,1.83,5.39,1.28,1.35,0.98,1.61,3.46,0.26,0.27,15.3,49.9,0,81.3,0.086,3.03,2.74,0,10.7,0,4.93,17.6,4,0,0,0.87,0.013,0.5,7.59,0.48,9.57,0.024,7.71,5.39,4.03,3.23,0.022,2.19,22.7,2.01,29.6,0,3.7,44.4,25.9,33.7,0,5.85,24,18.6,21.6,0,5.26,9.67,6.95,3.84
44687,76,15.6,78.3,21.2,0.082,0.21,3.7,8.12,1.55,32.4,0,66.3,17.6,15.6,4.85,1.02,12.4,12.5,4.63,72,1.82,12,0.14,0.12,0.28,0,0.04,0.00855,0.16,0,0.39,0.45,0,0.68,0.55,0.3,0.49,1.37,0.26,0,33.8,31.2,0,85.7,0.13,2.53,1.26,0,3.59,2.44,0,4.88,2.01,0,0,1.15,0.00416,1.62,9.66,0.65,7.95,0.0092,10.4,2.28,1.33,4.93,0,6.85,35.5,2.91,31.1,0,37.8,57.8,17.8,17.5,0,8.36,8.22,4.53,17.9,0,7.81,2.68,1.9,2.4
44727,67.7,24.7,77.1,22.7,0.056,0.61,3.95,9.76,2.36,34.9,28.6,52.5,16.5,29.7,16.9,3,31.5,33.3,19.6,77.6,1.73,8.38,0.64,0.49,0.88,0,0.051,0.039,0.094,0,3.5,3.52,6.49,3.58,0.74,0.53,0.78,1.12,2.15,0.12,8.05,17.6,0.061,67.6,0.09,3.51,3.86,0.015,5.46,0,0,0,0.74,0,0,1.21,0.00641,1.3,13.8,0.72,27.7,0.00972,5.58,10.8,9.12,3.53,0,4.52,36.4,2.53,19.2,0,19.2,61.5,19.2,54.6,0.021,3.2,23.5,19.8,48.7,0,3.19,17.6,15.2,10.1
44728,55.3,32.9,62.7,36.4,0.091,1.65,8.28,20.7,5.86,46.2,44.4,61.8,18.2,17.8,16,5.54,36.8,31.2,3.99,70.3,5.56,15.4,0.69,0.37,2.12,11.1,0.15,0.042,0.34,5.56,3.69,3.81,5.59,2.64,2.57,2.45,1.99,4.41,1.91,0.087,3.12,11,0.087,67.1,0.043,1.83,0.71,0.00854,32,0,1.07,9.48,2,0,0,5.75,0.2,4,19.3,2.88,19.1,0.15,9.85,8.99,6.97,15.7,0.72,13.8,47.8,8.34,67.1,1.18,8.24,70.6,47.6,40.5,0.62,8.89,26.3,19.1,50.6,0.2,6.38,22.5,18.7,1.74
44736,57.1,26.3,66,34,0.028,1.3,5.69,24.1,4.66,61.9,66.7,72.1,16.4,9.8,12.6,3.75,38.9,33.9,10.8,78.3,3.71,7.24,0.23,0.2,0.53,0,0.16,0.12,0.25,0,0.65,0.44,1.87,0.58,1.23,0.93,2.09,1.46,0.32,0.2,10.8,25.6,0,66.8,0.21,3.68,2.37,0,12.2,0,4.69,10.3,1.09,0,5.26,2.04,0.00336,1.83,12.8,1.29,5.32,0,8.74,3.29,2.15,5.91,0,6.5,36.6,3.73,26.3,0,15.8,65.8,23.7,29.6,0,6.31,20.1,13,15.6,0,4.85,5.91,4.35,2.24
44737,78.6,14.8,77.6,21.7,0.26,0.69,3.09,9.88,2.21,36.9,41.6,76.6,11.8,9.98,9.81,3.38,27.1,38.3,7.54,84,1.94,4.62,0.61,0.54,1.34,10.3,0.18,0.07,0.28,36.2,1.47,1.68,1.49,2.29,2.49,2.07,2.69,4.42,1.2,0.093,9.96,26,0,57.9,0.1,2.9,3.67,0,4.3,0,1.79,10.7,1.77,0,0,0.81,0.00671,1.3,8.15,0.48,4.63,0.015,9.2,2.79,2.11,3.69,0,6.77,28.3,2.13,33.3,0,6.67,33.3,20,16.3,0,5.68,10.3,8.11,18.7,0,3.34,7.79,7.05,1.52
44747,68.9,17.7,68,30.5,0.26,0.68,4.45,15.1,4.06,39.6,53.2,51.1,18.1,27.3,19.5,5.6,29.2,39,9.16,83.7,1.99,4.88,0.072,0.055,0.34,0,0.16,0.073,0.27,14.3,0.88,1.17,1.42,0.53,0.79,0.84,0.62,1.05,1.36,0,1.87,14.5,0,64.1,0.026,0.77,1,0,15.1,0,2.7,8.11,2.86,14.3,0,2.68,0.2,2.98,14.2,1.52,11,0.084,3.83,5.04,3.34,7.69,0.7,10.7,48.6,4.97,55.6,1.31,9.8,73.2,39.9,21.9,0.18,5.89,13.5,7.92,32.3,0.032,3.68,12.1,8.99,2.33
44769,74.9,14.5,71.2,27.8,0.024,0.33,2.5,12.5,2.72,37.6,12.5,47.4,20.2,32.3,10.4,3.07,23.6,12.8,6.57,83.8,1.79,2.81,0.17,0.17,0.32,0,0.18,0.14,0.2,33.3,0.92,0.54,2.27,0.22,2.26,1.89,1.01,4.09,5.9,0.18,3.19,8.72,0,82.8,0.13,1.84,1.79,0,3.73,0,0,0,1.49,0,0,2.42,0,2.03,12.9,1.21,16.5,0,5.42,9.44,6.47,5.89,0,5.73,33.9,3.15,39.1,0,18.2,75.5,26.4,25.6,0,8.68,22.3,13.5,23.1,0,3.76,11.4,8.53,6.58
